2022-04-16 00:52:18,313 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.10.4 (v3.10.4:9d38120e33, Mar 23 2022, 17:29:05) [Clang 13.0.0 (clang-1300.0.29.30)]
2022-05-20 04:06:32,430 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-20 04:07:48,325 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-20 04:09:12,169 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2022-05-20 04:09:12,175 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2022-05-20 04:09:12,331 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2022-05-20 04:09:12,402 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2022-05-20 04:09:22,283 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.10.4 (v3.10.4:9d38120e33, Mar 23 2022, 17:29:05) [Clang 13.0.0 (clang-1300.0.29.30)]
2022-05-20 04:09:22,285 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2022-05-20 04:09:22,285 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2022-05-20 04:09:22,285 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2022-05-20 04:09:22,285 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2022-05-20 04:09:22,285 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2022-05-20 04:09:22,285 | MainThread   | [DEBUG   ] | run                 |: ------------------

2022-05-20 04:09:34,837 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-20 04:13:41,481 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2022-05-20 04:13:41,484 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2022-05-20 04:13:41,527 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2022-05-20 04:15:47,387 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.10.4 (v3.10.4:9d38120e33, Mar 23 2022, 17:29:05) [Clang 13.0.0 (clang-1300.0.29.30)]
2022-05-20 04:15:47,388 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2022-05-20 04:15:47,388 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2022-05-20 04:15:47,388 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2022-05-20 04:15:47,388 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2022-05-20 04:15:47,388 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2022-05-20 04:15:47,389 | MainThread   | [DEBUG   ] | run                 |: ------------------

2022-05-20 04:17:36,087 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2022-05-20 04:17:36,093 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2022-05-20 04:17:36,154 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2022-05-20 04:17:53,566 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.10.4 (v3.10.4:9d38120e33, Mar 23 2022, 17:29:05) [Clang 13.0.0 (clang-1300.0.29.30)]
2022-05-20 04:17:53,568 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2022-05-20 04:17:53,569 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2022-05-20 04:17:53,569 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2022-05-20 04:17:53,569 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2022-05-20 04:17:53,569 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2022-05-20 04:17:53,569 | MainThread   | [DEBUG   ] | run                 |: ------------------

2022-05-20 04:19:52,866 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-20 04:20:24,799 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2022-05-20 04:20:24,800 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2022-05-20 04:20:24,925 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2022-05-20 04:20:25,013 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2022-05-20 04:20:40,104 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.10.4 (v3.10.4:9d38120e33, Mar 23 2022, 17:29:05) [Clang 13.0.0 (clang-1300.0.29.30)]
2022-05-20 04:20:40,110 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2022-05-20 04:20:40,111 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2022-05-20 04:20:40,111 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2022-05-20 04:20:40,111 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2022-05-20 04:20:40,112 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2022-05-20 04:20:40,112 | MainThread   | [DEBUG   ] | run                 |: ------------------

2022-05-20 04:21:09,294 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-20 04:22:10,739 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2022-05-20 14:54:48,858 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
